X,Y,ELEVATION
361453.34,2421268.911,43.216
361453.34,2421263.911,43.463
361453.34,2421258.911,45.202
361453.34,2421253.911,47.676
361453.34,2421248.911,50.712
361453.34,2421243.911,52.575
361453.34,2421238.911,51.925
361453.34,2421233.911,52.382
361453.34,2421228.911,52.3
361453.34,2421223.911,52.508
361453.34,2421218.911,52.48
361453.34,2421213.911,52.368
361453.34,2421208.911,52.306
361453.34,2421203.911,51.981
361453.34,2421198.911,52.277
361453.34,2421193.911,52.295
361453.34,2421188.911,53.03
361453.34,2421183.911,53.198
361453.34,2421178.911,54.393
361453.34,2421173.911,56.907
361453.34,2421168.911,61.186
361453.34,2421163.911,67.877
361453.34,2421158.911,70.839
361453.34,2421153.911,73.75
361453.34,2421148.911,75.208
361453.34,2421143.911,75.735
361453.34,2421138.911,76.135
361453.34,2421133.911,76.785
361453.34,2421128.911,77.927
361453.34,2421123.911,78.84
361453.34,2421118.911,79.985
361453.34,2421113.911,81.23
361453.34,2421108.911,82.647
361453.34,2421103.911,84.575
361453.34,2421098.911,86.292
361453.34,2421093.911,87.315
361453.34,2421088.911,87.877
361453.34,2421083.911,89.06
361453.34,2421078.911,90.569
361453.34,2421073.911,91.131
361453.34,2421068.911,91.374
361453.34,2421063.911,92.26
361453.34,2421058.911,92.607
361453.34,2421053.911,93.085
361453.34,2421048.911,93.702
361453.34,2421043.911,93.48
361453.34,2421038.911,93.32
361453.34,2421033.911,91.796
361453.34,2421028.911,89.473
361453.34,2421023.911,87.576
361453.34,2421018.911,84.781
361453.34,2421013.911,81.787
361453.34,2421008.911,78.065
361453.34,2421003.911,74.732
361453.34,2420998.911,71.651
361453.34,2420993.911,68.336
361453.34,2420988.911,64.843
361453.34,2420983.911,62.336
361453.34,2420978.911,58.487
361453.34,2420973.911,54.395
361453.34,2420968.911,54.07
361453.34,2420963.911,52.249
361453.34,2420958.911,48.836
361453.34,2420953.911,45.439
361453.34,2420948.911,43.569
361453.34,2420943.911,41.985
361453.34,2420938.911,40.89
361453.34,2420933.911,40.709
361453.34,2420928.911,40.738
361453.34,2420923.911,34.731
361458.34,2421298.911,41.205
361458.34,2421293.911,41.141
361458.34,2421288.911,41.354
361458.34,2421283.911,41.629
361458.34,2421278.911,41.919
361458.34,2421273.911,42.606
361458.34,2421268.911,43.263
361458.34,2421263.911,43.451
361458.34,2421258.911,44.954
361458.34,2421253.911,46.674
361458.34,2421248.911,49.339
361458.34,2421243.911,51.816
361458.34,2421238.911,52.093
361458.34,2421233.911,51.189
361458.34,2421228.911,51.567
361458.34,2421223.911,51.836
361458.34,2421218.911,51.44
361458.34,2421213.911,51.75
361458.34,2421208.911,50.766
361458.34,2421203.911,50.09
361458.34,2421198.911,50.891
361458.34,2421193.911,52.157
361458.34,2421188.911,52.882
361458.34,2421183.911,53.046
361458.34,2421178.911,54.173
361458.34,2421173.911,57.281
361458.34,2421168.911,60.846
361458.34,2421163.911,66.011
361458.34,2421158.911,70.806
361458.34,2421153.911,72.998
361458.34,2421148.911,75.468
361458.34,2421143.911,75.826
361458.34,2421138.911,76.3
361458.34,2421133.911,77.182
361458.34,2421128.911,78.333
361458.34,2421123.911,79.447
361458.34,2421118.911,80.663
361458.34,2421113.911,82.025
361458.34,2421108.911,83.508
361458.34,2421103.911,85.142
361458.34,2421098.911,86.651
361458.34,2421093.911,87.376
361458.34,2421088.911,88.544
361458.34,2421083.911,89.574
361458.34,2421078.911,91.284
361458.34,2421073.911,91.552
361458.34,2421068.911,91.569
361458.34,2421063.911,92.066
361458.34,2421058.911,92.573
361458.34,2421053.911,92.955
361458.34,2421048.911,93.447
361458.34,2421043.911,93.361
361458.34,2421038.911,93.318
361458.34,2421033.911,91.763
361458.34,2421028.911,89.383
361458.34,2421023.911,86.34
361458.34,2421018.911,82.686
361458.34,2421013.911,79.717
361458.34,2421008.911,77.454
361458.34,2421003.911,74.437
361458.34,2420998.911,70.916
361458.34,2420993.911,67.127
361458.34,2420988.911,65.077
361458.34,2420983.911,61.875
361458.34,2420978.911,58.678
361458.34,2420973.911,55.223
361458.34,2420968.911,53.98
361458.34,2420963.911,51.605
361458.34,2420958.911,47.979
361458.34,2420953.911,45.425
361458.34,2420948.911,42.699
361458.34,2420943.911,41.088
361458.34,2420938.911,40.637
361458.34,2420933.911,40.649
361458.34,2420928.911,40.578
361458.34,2420923.911,34.048
361463.34,2421298.911,41.069
361463.34,2421293.911,41.179
361463.34,2421288.911,41.412
361463.34,2421283.911,41.682
361463.34,2421278.911,41.94
361463.34,2421273.911,42.606
361463.34,2421268.911,43.349
361463.34,2421263.911,43.376
361463.34,2421258.911,44.974
361463.34,2421253.911,46.205
361463.34,2421248.911,48.434
361463.34,2421243.911,50.298
361463.34,2421238.911,51.709
361463.34,2421233.911,50.395
361463.34,2421228.911,50.495
361463.34,2421223.911,50.352
361463.34,2421218.911,50.656
361463.34,2421213.911,50.806
361463.34,2421208.911,49.857
361463.34,2421203.911,50.711
361463.34,2421198.911,51.966
361463.34,2421193.911,52.195
361463.34,2421188.911,52.521
361463.34,2421183.911,52.917
361463.34,2421178.911,54.04
361463.34,2421173.911,57.125
361463.34,2421168.911,61.701
361463.34,2421163.911,66.882
361463.34,2421158.911,70.206
361463.34,2421153.911,72.929
361463.34,2421148.911,75.063
361463.34,2421143.911,75.829
361463.34,2421138.911,76.591
361463.34,2421133.911,77.454
361463.34,2421128.911,78.913
361463.34,2421123.911,80.194
361463.34,2421118.911,81.493
361463.34,2421113.911,82.867
361463.34,2421108.911,84.327
361463.34,2421103.911,85.817
361463.34,2421098.911,87.063
361463.34,2421093.911,88.072
361463.34,2421088.911,89.142
361463.34,2421083.911,90.084
361463.34,2421078.911,91.514
361463.34,2421073.911,91.641
361463.34,2421068.911,91.821
361463.34,2421063.911,92.336
361463.34,2421058.911,92.806
361463.34,2421053.911,93.246
361463.34,2421048.911,93.56
361463.34,2421043.911,93.413
361463.34,2421038.911,92.931
361463.34,2421033.911,91.203
361463.34,2421028.911,88.712
361463.34,2421023.911,85.336
361463.34,2421018.911,81.383
361463.34,2421013.911,77.691
361463.34,2421008.911,74.505
361463.34,2421003.911,72.309
361463.34,2420998.911,70.342
361463.34,2420993.911,66.988
361463.34,2420988.911,64.885
361463.34,2420983.911,61.277
361463.34,2420978.911,56.505
361463.34,2420973.911,54.388
361463.34,2420968.911,53.796
361463.34,2420963.911,50.098
361463.34,2420958.911,46.714
361463.34,2420953.911,44.37
361463.34,2420948.911,42.606
361463.34,2420943.911,40.525
361463.34,2420938.911,40.368
361463.34,2420933.911,40.522
361463.34,2420928.911,40.635
361463.34,2420923.911,33.938
361468.34,2421298.911,41.117
361468.34,2421293.911,41.175
361468.34,2421288.911,41.479
361468.34,2421283.911,41.868
361468.34,2421278.911,41.985
361468.34,2421273.911,42.695
361468.34,2421268.911,43.684
361468.34,2421263.911,43.527
361468.34,2421258.911,44.521
361468.34,2421253.911,45.491
361468.34,2421248.911,47.417
361468.34,2421243.911,48.644
361468.34,2421238.911,49.945
361468.34,2421233.911,49.427
361468.34,2421228.911,49.521
361468.34,2421223.911,49.516
361468.34,2421218.911,48.916
361468.34,2421213.911,48.478
361468.34,2421208.911,48.748
361468.34,2421203.911,51.378
361468.34,2421198.911,51.893
361468.34,2421193.911,52.291
361468.34,2421188.911,51.849
361468.34,2421183.911,52.427
361468.34,2421178.911,54.046
361468.34,2421173.911,57.489
361468.34,2421168.911,61.663
361468.34,2421163.911,66.974
361468.34,2421158.911,69.479
361468.34,2421153.911,72.226
361468.34,2421148.911,74.823
361468.34,2421143.911,75.591
361468.34,2421138.911,76.245
361468.34,2421133.911,77.689
361468.34,2421128.911,79.383
361468.34,2421123.911,81
361468.34,2421118.911,82.457
361468.34,2421113.911,83.987
361468.34,2421108.911,85.145
361468.34,2421103.911,86.531
361468.34,2421098.911,87.775
361468.34,2421093.911,88.969
361468.34,2421088.911,89.736
361468.34,2421083.911,91.105
361468.34,2421078.911,92.112
361468.34,2421073.911,92.049
361468.34,2421068.911,92.336
361468.34,2421063.911,92.894
361468.34,2421058.911,93.627
361468.34,2421053.911,93.791
361468.34,2421048.911,93.906
361468.34,2421043.911,93.375
361468.34,2421038.911,92.446
361468.34,2421033.911,90.601
361468.34,2421028.911,88.188
361468.34,2421023.911,85.135
361468.34,2421018.911,81.597
361468.34,2421013.911,77.35
361468.34,2421008.911,73.221
361468.34,2421003.911,69.873
361468.34,2420998.911,67.378
361468.34,2420993.911,65.711
361468.34,2420988.911,63.681
361468.34,2420983.911,58.542
361468.34,2420978.911,54.606
361468.34,2420973.911,54.057
361468.34,2420968.911,52.018
361468.34,2420963.911,48.838
361468.34,2420958.911,45.866
361468.34,2420953.911,43.397
361468.34,2420948.911,42.662
361468.34,2420943.911,40.228
361468.34,2420938.911,39.942
361468.34,2420933.911,40.31
361468.34,2420928.911,40.917
361468.34,2420923.911,33.422
361473.34,2421298.911,41.048
361473.34,2421293.911,41.306
361473.34,2421288.911,41.525
361473.34,2421283.911,41.767
361473.34,2421278.911,42.032
361473.34,2421273.911,42.794
361473.34,2421268.911,43.604
361473.34,2421263.911,43.695
361473.34,2421258.911,43.796
361473.34,2421253.911,45.175
361473.34,2421248.911,46.245
361473.34,2421243.911,47.112
361473.34,2421238.911,47.775
361473.34,2421233.911,48.177
361473.34,2421228.911,48.294
361473.34,2421223.911,47.951
361473.34,2421218.911,48.504
361473.34,2421213.911,49.787
361473.34,2421208.911,50.853
361473.34,2421203.911,51.954
361473.34,2421198.911,51.33
361473.34,2421193.911,51.757
361473.34,2421188.911,51.748
361473.34,2421183.911,52.46
361473.34,2421178.911,54.213
361473.34,2421173.911,57.639
361473.34,2421168.911,62.059
361473.34,2421163.911,66.626
361473.34,2421158.911,68.969
361473.34,2421153.911,71.771
361473.34,2421148.911,74.262
361473.34,2421143.911,75.296
361473.34,2421138.911,76.314
361473.34,2421133.911,77.842
361473.34,2421128.911,79.484
361473.34,2421123.911,81.367
361473.34,2421118.911,83.289
361473.34,2421113.911,85.071
361473.34,2421108.911,86.265
361473.34,2421103.911,87.559
361473.34,2421098.911,88.718
361473.34,2421093.911,89.732
361473.34,2421088.911,90.2
361473.34,2421083.911,91.769
361473.34,2421078.911,92.593
361473.34,2421073.911,92.53
361473.34,2421068.911,92.912
361473.34,2421063.911,93.59
361473.34,2421058.911,94.146
361473.34,2421053.911,94.726
361473.34,2421048.911,94.353
361473.34,2421043.911,93.425
361473.34,2421038.911,91.629
361473.34,2421033.911,88.686
361473.34,2421028.911,85.759
361473.34,2421023.911,83.19
361473.34,2421018.911,79.748
361473.34,2421013.911,76.011
361473.34,2421008.911,71.92
361473.34,2421003.911,68.285
361473.34,2420998.911,65.17
361473.34,2420993.911,63.143
361473.34,2420988.911,59.743
361473.34,2420983.911,55.158
361473.34,2420978.911,54.426
361473.34,2420973.911,53.904
361473.34,2420968.911,50.652
361473.34,2420963.911,47.54
361473.34,2420958.911,45.06
361473.34,2420953.911,43.154
361473.34,2420948.911,42.333
361473.34,2420943.911,40.307
361473.34,2420938.911,39.914
361473.34,2420933.911,40.121
361473.34,2420928.911,37.996
361473.34,2420923.911,33.44
361478.34,2421303.911,41.507
361478.34,2421298.911,40.976
361478.34,2421293.911,41.373
361478.34,2421288.911,41.461
361478.34,2421283.911,41.804
361478.34,2421278.911,42.088
361478.34,2421273.911,42.807
361478.34,2421268.911,43.402
361478.34,2421263.911,43.792
361478.34,2421258.911,44.004
361478.34,2421253.911,44.558
361478.34,2421248.911,45.528
361478.34,2421243.911,46.646
361478.34,2421238.911,46.993
361478.34,2421233.911,47.351
361478.34,2421228.911,47.27
361478.34,2421223.911,46.605
361478.34,2421218.911,48.808
361478.34,2421213.911,50.346
361478.34,2421208.911,51.578
361478.34,2421203.911,50.998
361478.34,2421198.911,51.088
361478.34,2421193.911,51.72
361478.34,2421188.911,51.874
361478.34,2421183.911,52.94
361478.34,2421178.911,55.08
361478.34,2421173.911,58.445
361478.34,2421168.911,63.732
361478.34,2421163.911,66.067
361478.34,2421158.911,68.61
361478.34,2421153.911,71.135
361478.34,2421148.911,73.6
361478.34,2421143.911,75.072
361478.34,2421138.911,75.749
361478.34,2421133.911,77.711
361478.34,2421128.911,79.614
361478.34,2421123.911,81.59
361478.34,2421118.911,83.651
361478.34,2421113.911,85.677
361478.34,2421108.911,87.286
361478.34,2421103.911,88.691
361478.34,2421098.911,89.848
361478.34,2421093.911,90.795
361478.34,2421088.911,90.725
361478.34,2421083.911,92.129
361478.34,2421078.911,92.871
361478.34,2421073.911,93.066
361478.34,2421068.911,93.457
361478.34,2421063.911,94.33
361478.34,2421058.911,95.002
361478.34,2421053.911,95.222
361478.34,2421048.911,94.662
361478.34,2421043.911,93.414
361478.34,2421038.911,91.218
361478.34,2421033.911,87.858
361478.34,2421028.911,82.405
361478.34,2421023.911,79.228
361478.34,2421018.911,76.608
361478.34,2421013.911,73.872
361478.34,2421008.911,70.059
361478.34,2421003.911,65.625
361478.34,2420998.911,63.085
361478.34,2420993.911,59.86
361478.34,2420988.911,55.004
361478.34,2420983.911,54.43
361478.34,2420978.911,54.39
361478.34,2420973.911,53.791
361478.34,2420968.911,49.807
361478.34,2420963.911,47.162
361478.34,2420958.911,44.674
361478.34,2420953.911,43.199
361478.34,2420948.911,41.731
361478.34,2420943.911,40.601
361478.34,2420938.911,39.723
361478.34,2420933.911,39.675
361478.34,2420928.911,37.89
361478.34,2420923.911,33.846
361483.34,2421303.911,41.841
361483.34,2421298.911,40.904
361483.34,2421293.911,41.255
361483.34,2421288.911,41.518
361483.34,2421283.911,41.827
361483.34,2421278.911,42.18
361483.34,2421273.911,42.613
361483.34,2421268.911,43.505
361483.34,2421263.911,44.008
361483.34,2421258.911,44.066
361483.34,2421253.911,44.557
361483.34,2421248.911,44.98
361483.34,2421243.911,45.759
361483.34,2421238.911,46.462
361483.34,2421233.911,46.618
361483.34,2421228.911,46.295
361483.34,2421223.911,47.538
361483.34,2421218.911,48.927
361483.34,2421213.911,50.289
361483.34,2421208.911,51.042
361483.34,2421203.911,50.357
361483.34,2421198.911,50.824
361483.34,2421193.911,52.309
361483.34,2421188.911,52.912
361483.34,2421183.911,55.259
361483.34,2421178.911,58.299
361483.34,2421173.911,61.076
361483.34,2421168.911,63.27
361483.34,2421163.911,65.644
361483.34,2421158.911,67.853
361483.34,2421153.911,70.43
361483.34,2421148.911,72.931
361483.34,2421143.911,74.401
361483.34,2421138.911,75.22
361483.34,2421133.911,77.344
361483.34,2421128.911,79.504
361483.34,2421123.911,81.544
361483.34,2421118.911,84.172
361483.34,2421113.911,86.375
361483.34,2421108.911,88.118
361483.34,2421103.911,89.98
361483.34,2421098.911,91.066
361483.34,2421093.911,91.144
361483.34,2421088.911,91.598
361483.34,2421083.911,92.679
361483.34,2421078.911,93.051
361483.34,2421073.911,93.529
361483.34,2421068.911,94.126
361483.34,2421063.911,94.986
361483.34,2421058.911,95.736
361483.34,2421053.911,95.651
361483.34,2421048.911,94.542
361483.34,2421043.911,93.416
361483.34,2421038.911,91.421
361483.34,2421033.911,88.141
361483.34,2421028.911,83.842
361483.34,2421023.911,79.446
361483.34,2421018.911,74.728
361483.34,2421013.911,70.96
361483.34,2421008.911,67.366
361483.34,2421003.911,64.492
361483.34,2420998.911,60.323
361483.34,2420993.911,56.379
361483.34,2420988.911,54.508
361483.34,2420983.911,54.448
361483.34,2420978.911,54.486
361483.34,2420973.911,53.71
361483.34,2420968.911,49.263
361483.34,2420963.911,47.287
361483.34,2420958.911,44.81
361483.34,2420953.911,43.018
361483.34,2420948.911,41.741
361483.34,2420943.911,41.091
361483.34,2420938.911,39.27
361483.34,2420933.911,39.311
361483.34,2420928.911,37.982
361483.34,2420923.911,33.694
361488.34,2421303.911,40.906
361488.34,2421298.911,40.902
361488.34,2421293.911,41.294
361488.34,2421288.911,41.486
361488.34,2421283.911,41.8
361488.34,2421278.911,42.147
361488.34,2421273.911,42.652
361488.34,2421268.911,43.437
361488.34,2421263.911,43.867
361488.34,2421258.911,44.018
361488.34,2421253.911,44.524
361488.34,2421248.911,45.147
361488.34,2421243.911,45.598
361488.34,2421238.911,46.155
361488.34,2421233.911,45.822
361488.34,2421228.911,46.306
361488.34,2421223.911,46.499
361488.34,2421218.911,48.687
361488.34,2421213.911,49.683
361488.34,2421208.911,50.232
361488.34,2421203.911,50.08
361488.34,2421198.911,50.557
361488.34,2421193.911,52.217
361488.34,2421188.911,54.131
361488.34,2421183.911,56.827
361488.34,2421178.911,58.957
361488.34,2421173.911,60.973
361488.34,2421168.911,62.996
361488.34,2421163.911,64.975
361488.34,2421158.911,67.197
361488.34,2421153.911,69.705
361488.34,2421148.911,71.763
361488.34,2421143.911,73.569
361488.34,2421138.911,74.827
361488.34,2421133.911,76.938
361488.34,2421128.911,79.361
361488.34,2421123.911,81.677
361488.34,2421118.911,84.144
361488.34,2421113.911,86.733
361488.34,2421108.911,88.794
361488.34,2421103.911,90.798
361488.34,2421098.911,92.103
361488.34,2421093.911,91.717
361488.34,2421088.911,92.026
361488.34,2421083.911,92.86
361488.34,2421078.911,93.69
361488.34,2421073.911,94.044
361488.34,2421068.911,94.669
361488.34,2421063.911,95.405
361488.34,2421058.911,96.266
361488.34,2421053.911,96.266
361488.34,2421048.911,94.406
361488.34,2421043.911,93.269
361488.34,2421038.911,92.883
361488.34,2421033.911,88.645
361488.34,2421028.911,85.103
361488.34,2421023.911,79.847
361488.34,2421018.911,74.951
361488.34,2421013.911,70.02
361488.34,2421008.911,66.682
361488.34,2421003.911,63.25
361488.34,2420998.911,60.377
361488.34,2420993.911,55.712
361488.34,2420988.911,54.267
361488.34,2420983.911,54.302
361488.34,2420978.911,54.478
361488.34,2420973.911,53.489
361488.34,2420968.911,49.575
361488.34,2420963.911,46.283
361488.34,2420958.911,44.302
361488.34,2420953.911,43.083
361488.34,2420948.911,41.808
361488.34,2420943.911,40.051
361488.34,2420938.911,38.89
361488.34,2420933.911,39.186
361488.34,2420928.911,37.268
361488.34,2420923.911,33.834
361493.34,2421303.911,40.99
361493.34,2421298.911,40.913
361493.34,2421293.911,41.151
361493.34,2421288.911,41.49
361493.34,2421283.911,41.881
361493.34,2421278.911,42.134
361493.34,2421273.911,42.418
361493.34,2421268.911,43.21
361493.34,2421263.911,43.804
361493.34,2421258.911,44.076
361493.34,2421253.911,44.136
361493.34,2421248.911,45.334
361493.34,2421243.911,45.493
361493.34,2421238.911,45.903
361493.34,2421233.911,45.502
361493.34,2421228.911,46.044
361493.34,2421223.911,46.99
361493.34,2421218.911,48.48
361493.34,2421213.911,49.25
361493.34,2421208.911,49.027
361493.34,2421203.911,49.933
361493.34,2421198.911,50.191
361493.34,2421193.911,51.948
361493.34,2421188.911,53.759
361493.34,2421183.911,56.515
361493.34,2421178.911,58.459
361493.34,2421173.911,60.404
361493.34,2421168.911,62.23
361493.34,2421163.911,64.282
361493.34,2421158.911,66.426
361493.34,2421153.911,68.554
361493.34,2421148.911,70.541
361493.34,2421143.911,72.743
361493.34,2421138.911,74.48
361493.34,2421133.911,76.723
361493.34,2421128.911,79.098
361493.34,2421123.911,81.697
361493.34,2421118.911,84.231
361493.34,2421113.911,86.683
361493.34,2421108.911,88.936
361493.34,2421103.911,91.049
361493.34,2421098.911,92.414
361493.34,2421093.911,92.169
361493.34,2421088.911,93.075
361493.34,2421083.911,93.809
361493.34,2421078.911,94.178
361493.34,2421073.911,94.475
361493.34,2421068.911,95.17
361493.34,2421063.911,96.241
361493.34,2421058.911,96.947
361493.34,2421053.911,96.448
361493.34,2421048.911,94.256
361493.34,2421043.911,91.993
361493.34,2421038.911,90.122
361493.34,2421033.911,87.13
361493.34,2421028.911,82.128
361493.34,2421023.911,77.495
361493.34,2421018.911,73.432
361493.34,2421013.911,69.775
361493.34,2421008.911,66.283
361493.34,2421003.911,62.756
361493.34,2420998.911,58.987
361493.34,2420993.911,54.871
361493.34,2420988.911,54.038
361493.34,2420983.911,53.924
361493.34,2420978.911,53.84
361493.34,2420973.911,52.672
361493.34,2420968.911,49.162
361493.34,2420963.911,46.112
361493.34,2420958.911,43.794
361493.34,2420953.911,42.949
361493.34,2420948.911,41.048
361493.34,2420943.911,38.998
361493.34,2420938.911,38.577
361493.34,2420933.911,38.676
361493.34,2420928.911,37.126
361493.34,2420923.911,33.784
361498.34,2421303.911,42.01
361498.34,2421298.911,40.902
361498.34,2421293.911,41.083
361498.34,2421288.911,41.407
361498.34,2421283.911,41.686
361498.34,2421278.911,41.992
361498.34,2421273.911,42.216
361498.34,2421268.911,42.803
361498.34,2421263.911,43.905
361498.34,2421258.911,43.931
361498.34,2421253.911,43.982
361498.34,2421248.911,44.985
361498.34,2421243.911,45.567
361498.34,2421238.911,46.132
361498.34,2421233.911,45.728
361498.34,2421228.911,46.293
361498.34,2421223.911,47.162
361498.34,2421218.911,47.567
361498.34,2421213.911,47.854
361498.34,2421208.911,49.44
361498.34,2421203.911,49.802
361498.34,2421198.911,50.229
361498.34,2421193.911,51.39
361498.34,2421188.911,53.9
361498.34,2421183.911,56.169
361498.34,2421178.911,57.906
361498.34,2421173.911,59.51
361498.34,2421168.911,61.615
361498.34,2421163.911,63.54
361498.34,2421158.911,65.558
361498.34,2421153.911,67.797
361498.34,2421148.911,70.489
361498.34,2421143.911,72.848
361498.34,2421138.911,74.274
361498.34,2421133.911,76.517
361498.34,2421128.911,78.908
361498.34,2421123.911,81.161
361498.34,2421118.911,83.7
361498.34,2421113.911,86.113
361498.34,2421108.911,88.627
361498.34,2421103.911,90.721
361498.34,2421098.911,92.003
361498.34,2421093.911,92.196
361498.34,2421088.911,93.066
361498.34,2421083.911,94.204
361498.34,2421078.911,94.723
361498.34,2421073.911,95.326
361498.34,2421068.911,96.251
361498.34,2421063.911,97.391
361498.34,2421058.911,97.411
361498.34,2421053.911,95.827
361498.34,2421048.911,92.678
361498.34,2421043.911,90.169
361498.34,2421038.911,87.26
361498.34,2421033.911,83.415
361498.34,2421028.911,80.836
361498.34,2421023.911,76.925
361498.34,2421018.911,72.942
361498.34,2421013.911,69.561
361498.34,2421008.911,65.919
361498.34,2421003.911,61.851
361498.34,2420998.911,57.822
361498.34,2420993.911,54.432
361498.34,2420988.911,53.966
361498.34,2420983.911,53.872
361498.34,2420978.911,53.799
361498.34,2420973.911,51.378
361498.34,2420968.911,48.215
361498.34,2420963.911,44.552
361498.34,2420958.911,43.214
361498.34,2420953.911,42.815
361498.34,2420948.911,40.817
361498.34,2420943.911,38.619
361498.34,2420938.911,38.29
361498.34,2420933.911,38.309
361498.34,2420928.911,36.655
361498.34,2420923.911,33.664
361503.34,2421308.911,43.307
361503.34,2421303.911,41.86
361503.34,2421298.911,40.938
361503.34,2421293.911,41.001
361503.34,2421288.911,41.297
361503.34,2421283.911,41.561
361503.34,2421278.911,41.741
361503.34,2421273.911,42.038
361503.34,2421268.911,42.293
361503.34,2421263.911,43.942
361503.34,2421258.911,43.877
361503.34,2421253.911,43.909
361503.34,2421248.911,44.289
361503.34,2421243.911,45.826
361503.34,2421238.911,46.261
361503.34,2421233.911,46.303
361503.34,2421228.911,46.332
361503.34,2421223.911,46.532
361503.34,2421218.911,47.109
361503.34,2421213.911,48.118
361503.34,2421208.911,49.073
361503.34,2421203.911,49.848
361503.34,2421198.911,50.128
361503.34,2421193.911,51.107
361503.34,2421188.911,52.93
361503.34,2421183.911,55.392
361503.34,2421178.911,57.12
361503.34,2421173.911,58.883
361503.34,2421168.911,60.977
361503.34,2421163.911,62.847
361503.34,2421158.911,65.218
361503.34,2421153.911,67.671
361503.34,2421148.911,70.193
361503.34,2421143.911,72.683
361503.34,2421138.911,73.96
361503.34,2421133.911,75.895
361503.34,2421128.911,78.259
361503.34,2421123.911,80.571
361503.34,2421118.911,82.905
361503.34,2421113.911,85.394
361503.34,2421108.911,87.683
361503.34,2421103.911,89.819
361503.34,2421098.911,91.485
361503.34,2421093.911,92.087
361503.34,2421088.911,92.387
361503.34,2421083.911,94.304
361503.34,2421078.911,94.888
361503.34,2421073.911,95.852
361503.34,2421068.911,97.298
361503.34,2421063.911,97.855
361503.34,2421058.911,96.795
361503.34,2421053.911,94.49
361503.34,2421048.911,90.817
361503.34,2421043.911,87.911
361503.34,2421038.911,85.361
361503.34,2421033.911,82.322
361503.34,2421028.911,79.695
361503.34,2421023.911,75.921
361503.34,2421018.911,72.555
361503.34,2421013.911,69.169
361503.34,2421008.911,65.506
361503.34,2421003.911,61.43
361503.34,2420998.911,57.808
361503.34,2420993.911,54.111
361503.34,2420988.911,54.165
361503.34,2420983.911,53.85
361503.34,2420978.911,53.407
361503.34,2420973.911,50.145
361503.34,2420968.911,47.083
361503.34,2420963.911,43.595
361503.34,2420958.911,43.05
361503.34,2420953.911,42.705
361503.34,2420948.911,40.326
361503.34,2420943.911,38.138
361503.34,2420938.911,38.226
361503.34,2420933.911,38.279
361503.34,2420928.911,36.398
361503.34,2420923.911,32.925
361508.34,2421308.911,42.42
361508.34,2421303.911,41.507
361508.34,2421298.911,40.938
361508.34,2421293.911,40.918
361508.34,2421288.911,41.243
361508.34,2421283.911,41.454
361508.34,2421278.911,41.427
361508.34,2421273.911,41.69
361508.34,2421268.911,41.779
361508.34,2421263.911,43.085
361508.34,2421258.911,43.839
361508.34,2421253.911,43.778
361508.34,2421248.911,44.049
361508.34,2421243.911,44.818
361508.34,2421238.911,45.985
361508.34,2421233.911,46.226
361508.34,2421228.911,46.301
361508.34,2421223.911,46.901
361508.34,2421218.911,47.555
361508.34,2421213.911,47.806
361508.34,2421208.911,49.118
361508.34,2421203.911,50.009
361508.34,2421198.911,50.13
361508.34,2421193.911,51.294
361508.34,2421188.911,53.246
361508.34,2421183.911,54.989
361508.34,2421178.911,57.174
361508.34,2421173.911,58.771
361508.34,2421168.911,60.762
361508.34,2421163.911,62.616
361508.34,2421158.911,64.696
361508.34,2421153.911,67.143
361508.34,2421148.911,69.54
361508.34,2421143.911,72.192
361508.34,2421138.911,73.606
361508.34,2421133.911,75.291
361508.34,2421128.911,77.672
361508.34,2421123.911,79.753
361508.34,2421118.911,81.99
361508.34,2421113.911,84.197
361508.34,2421108.911,86.743
361508.34,2421103.911,88.676
361508.34,2421098.911,90.773
361508.34,2421093.911,91.908
361508.34,2421088.911,92.625
361508.34,2421083.911,94.022
361508.34,2421078.911,95.195
361508.34,2421073.911,96.243
361508.34,2421068.911,97.584
361508.34,2421063.911,97.914
361508.34,2421058.911,96.126
361508.34,2421053.911,93.094
361508.34,2421048.911,89.916
361508.34,2421043.911,86.81
361508.34,2421038.911,84.153
361508.34,2421033.911,81.497
361508.34,2421028.911,78.271
361508.34,2421023.911,75.487
361508.34,2421018.911,72.366
361508.34,2421013.911,68.836
361508.34,2421008.911,65.146
361508.34,2421003.911,61.691
361508.34,2420998.911,57.646
361508.34,2420993.911,54.787
361508.34,2420988.911,54.323
361508.34,2420983.911,53.91
361508.34,2420978.911,51.554
361508.34,2420973.911,48.513
361508.34,2420968.911,45.194
361508.34,2420963.911,43.327
361508.34,2420958.911,42.861
361508.34,2420953.911,41.964
361508.34,2420948.911,39.657
361508.34,2420943.911,38.226
361508.34,2420938.911,37.996
361508.34,2420933.911,38.063
361508.34,2420928.911,36.574
361513.34,2421308.911,42.721
361513.34,2421303.911,41.142
361513.34,2421298.911,40.952
361513.34,2421293.911,40.929
361513.34,2421288.911,41.04
361513.34,2421283.911,41.25
361513.34,2421278.911,41.325
361513.34,2421273.911,41.405
361513.34,2421268.911,41.612
361513.34,2421263.911,42.131
361513.34,2421258.911,43.918
361513.34,2421253.911,43.675
361513.34,2421248.911,43.869
361513.34,2421243.911,44.525
361513.34,2421238.911,44.342
361513.34,2421233.911,46.071
361513.34,2421228.911,46.271
361513.34,2421223.911,46.56
